race_date,race_code,umaban,bamei,chaku,odds_fin
2026-08-15,2026081504020707,10,フウセツ,3,15.8000000000000000
2026-08-15,2026081504020710,2,ブルーリファール,8,100.4000000000000000
2026-08-15,2026081504020704,13,ユニオンジャック,13,138.3000000000000000
2026-08-15,2026081504020708,12,グランドスウェル,10,46.1000000000000000
2026-08-15,2026081504020711,13,エレクトロン,11,36.2000000000000000
2026-08-15,2026081504020704,11,レオスキーム,11,310.9000000000000000
2026-08-15,2026081504020703,10,ピコベリー,1,5.5000000000000000
2026-08-15,2026081504020710,13,コールリッジ,15,9.6000000000000000
2026-08-15,2026081504020710,5,エターナルホープ,5,6.6000000000000000
2026-08-15,2026081504020701,9,ドミナートル,4,2.2000000000000000
2026-08-15,2026081504020701,2,ムーチョピカンテ,9,249.9000000000000000
2026-08-15,2026081504020701,3,フルーツバスケット,1,2.6000000000000000
2026-08-15,2026081504020710,15,ジューンマーチ,3,45.4000000000000000
2026-08-15,2026081504020701,7,オーラムミーティア,7,65.5000000000000000
2026-08-15,2026081504020701,8,マルガリート,8,166.8000000000000000
2026-08-15,2026081504020701,4,コナパームス,5,4.2000000000000000
2026-08-15,2026081504020709,6,プラチナドリーム,3,3.7000000000000000
2026-08-15,2026081504020702,1,カナデルペガサス,1,9.5000000000000000
2026-08-15,2026081504020710,9,マーチンゲール,1,1.8000000000000000
2026-08-15,2026081504020702,8,マムダッドベル,7,153.5000000000000000
2026-08-15,2026081504020702,12,ウキ,11,83.0000000000000000
2026-08-15,2026081504020702,15,ハチキンキリシマ,14,245.2000000000000000
2026-08-15,2026081504020702,5,コスモベスケーデン,12,3.1000000000000000
2026-08-15,2026081504020702,7,オモチ,8,50.1000000000000000
2026-08-15,2026081504020703,12,イカルステソーロ,4,51.7000000000000000
2026-08-15,2026081504020702,2,エコロブラン,5,8.3000000000000000
2026-08-15,2026081504020702,11,アンナモエ,15,213.9000000000000000
2026-08-15,2026081504020703,4,モナークスヴァラー,6,8.1000000000000000
2026-08-15,2026081504020704,6,ワンダーバリエンス,6,320.4000000000000000
2026-08-15,2026081504020704,14,バターショコラ,10,48.4000000000000000
2026-08-15,2026081504020705,2,モティスフォント,8,14.6000000000000000
2026-08-15,2026081504020705,9,ポタリング,13,131.2000000000000000
